Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,Chloride,10mLandCover_AgriculturalExtraction,CensusYear,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total,Month,Phosphorus
0.52,16.0,0.934,1154.0,9.0,8.0,1.475,0.021,167.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6723179999999953
0.41,5.1,0.73,911.0,10.0,8.0,1.148,0.008,249.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5881914999999918
1.25,27.5,0.377,729.0,11.0,8.0,1.641,0.014,85.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6993399999999954
0.42,5.5,0.159,759.0,10.0,8.0,0.582,0.003,91.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5928149999999931
0.43,3.6,0.806,1642.0,18.16,8.0,1.258,0.022,385.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.546483999999994
0.45,2.7,0.294,1621.0,21.95,8.0,0.75,0.006,357.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.33746089999999773
0.925,7.3,0.01,835.0,18.12,8.0,0.936,0.001,264.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6473204999999937
0.37,3.2,2.35,903.0,21.55,8.0,2.789,0.069,161.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5201324999999968
0.32,7.6,0.74,1648.0,11.0,8.0,1.072,0.012,353.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6371709999999937
0.42,5.5,0.603,746.0,18.36,8.0,1.027,0.004,59.8,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5921444999999925
0.44,5.4,0.12,659.0,9.0,8.0,0.561,0.001,80.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5848584999999924
0.29,2.4,0.126,865.0,12.0,8.0,0.419,0.003,97.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.2713557999999984
0.46,17.1,0.327,646.0,11.0,8.0,0.795,0.008,82.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6671189999999935
0.78,5.1,0.142,1696.0,23.89,8.0,0.926,0.004,415.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5911874999999917
0.4,1.9,0.428,1829.0,12.0,8.0,0.836,0.008,401.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.2380593999999998
0.22,1.1,0.366,329.0,12.0,8.0,0.59,0.004,50.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.14177314999999985
0.24,9.8,0.138,529.0,12.0,8.0,0.384,0.006,11.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.656823999999994
0.73,16.9,0.734,961.0,11.0,8.0,1.485,0.021,148.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6749069999999954
0.91,17.1,0.015,509.0,10.0,8.0,0.928,0.003,138.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6747584999999937
0.29,1.7,0.531,611.0,12.0,8.0,0.83,0.009,54.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.16072589999999987
0.3,47.1,0.636,679.0,11.0,8.0,0.938,0.002,47.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6734849999999922
0.48,4.1,0.906,1711.0,12.0,8.0,1.399,0.013,362.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5664059999999939
0.48,4.1,0.005,633.0,11.0,8.0,0.486,0.001,78.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5614329999999935
0.45,3.5,0.236,1057.0,11.0,8.0,0.693,0.007,172.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5177889999999956
0.26,3.8,0.432,933.0,11.0,8.0,0.707,0.015,146.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5567389999999935
0.69,6.0,0.588,2483.0,11.0,8.0,1.292,0.014,627.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6048524999999932
1.06,4.7,1.81,1812.0,11.0,8.0,3.001,0.131,375.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6418869999999942
0.77,4.1,0.534,1904.0,11.0,8.0,1.324,0.02,436.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5701744999999936
1.38,8.0,2.41,1353.0,10.0,8.0,3.911,0.121,259.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.7338604999999984
0.39,4.0,0.417,632.0,26.22,8.0,0.811,0.004,52.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5619569999999933
0.46,5.7,0.134,839.0,26.3,8.0,0.597,0.003,98.4,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5962044999999933
0.42,8.1,0.23,648.0,26.31,8.0,0.655,0.005,54.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.659567999999994
0.83,44.3,0.151,788.0,13.0,8.0,0.989,0.008,103.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6819344999999926
0.44,5.9,0.339,953.0,26.49,8.0,0.783,0.004,168.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.595670499999993
0.41,5.1,0.084,875.0,14.0,8.0,0.497,0.003,106.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5819489999999917
0.31,3.2,0.114,590.0,25.81,8.0,0.428,0.004,26.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.500209999999996
0.45,4.5,0.508,877.0,27.57,9.0,0.967,0.009,127.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5635994999999925
0.34,4.9,1.02,1466.0,12.0,8.0,1.387,0.027,287.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.587963999999993
0.45,3.2,0.709,787.0,24.42,8.0,1.166,0.007,66.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5061864999999952
0.43,3.4,0.554,751.0,13.0,8.0,0.988,0.004,79.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5149089999999951
0.47,6.3,0.497,923.0,11.0,8.0,0.978,0.011,129.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6001139999999927
0.79,4.6,1.94,1118.0,23.82,8.0,2.769,0.039,208.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.592843999999994
0.52,4.4,0.531,1395.0,27.5,8.0,1.065,0.014,289.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5630619999999926
0.68,1.5,1.21,1531.0,13.0,8.0,1.932,0.042,317.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.2500324499999992
0.51,16.5,0.448,1400.0,25.96,8.0,0.968,0.01,306.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6684714999999937
0.48,4.7,0.329,880.0,27.7,8.0,0.817,0.008,123.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5801319999999925
0.42,3.2,0.523,1150.0,11.0,8.0,0.95,0.007,215.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5054909999999956
0.39,3.6,0.122,846.0,15.0,8.0,0.515,0.003,101.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5415604999999942
0.97,15.3,0.11,921.0,15.0,8.0,1.09,0.01,129.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6724124999999948
0.36,5.5,0.404,653.0,27.69,8.0,0.775,0.011,53.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5923679999999929
0.27,12.8,0.686,639.0,26.41,8.0,0.963,0.007,53.4,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6577169999999938
0.17,8.1,0.188,554.0,27.67,8.0,0.366,0.008,19.4,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6571029999999941
0.39,3.2,0.573,1580.0,14.0,8.0,0.973,0.01,331.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5054774999999953
0.39,2.4,0.238,1405.0,28.22,8.0,0.632,0.004,300.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.28025029999999873
0.37,49.7,0.078,922.0,26.3,8.0,0.451,0.003,118.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6735839999999924
0.37,3.1,0.768,746.0,15.0,8.0,1.143,0.005,77.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.42780149999999695
0.33,10.9,0.581,999.0,31.51,8.0,0.921,0.01,154.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6570389999999938
0.32,17.1,0.89,739.0,28.47,8.0,1.218,0.008,59.4,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6723839999999945
0.32,2.9,1.03,1706.0,15.0,8.0,1.368,0.018,359.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.41051249999999795
0.4,13.7,0.498,885.0,30.41,8.0,0.907,0.009,129.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6566049999999939
0.34,5.3,0.697,1022.0,14.0,8.0,1.056,0.019,146.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5860624999999922
0.83,8.4,2.05,2023.0,17.0,8.0,2.936,0.056,458.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.7289284999999964
0.31,1.9,0.486,2190.0,30.1,8.0,0.809,0.013,571.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.23223179999999963
0.32,7.7,0.296,1966.0,29.91,8.0,0.626,0.01,447.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.638768499999994
0.3,2.0,2.26,817.0,25.6,8.0,2.643,0.083,255.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.24145010000000008
0.86,33.2,1.81,2379.0,26.04,8.0,2.719,0.049,652.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.7044129999999951
1.5,14.5,1.39,2668.0,13.0,8.0,2.933,0.043,720.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.7460459999999992
0.66,24.5,1.12,2405.0,14.0,8.0,1.817,0.037,631.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6810699999999948
0.76,32.1,0.939,1661.0,28.27,8.0,1.723,0.024,378.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6802264999999948
0.88,49.7,1.03,2671.0,14.0,8.0,1.964,0.054,732.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6835259999999952
0.4,4.8,0.718,675.0,15.0,8.0,1.123,0.005,51.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5822859999999925
0.52,22.6,1.12,1452.0,16.0,8.0,1.666,0.026,626.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6800064999999949
0.41,10.5,0.276,644.0,15.0,8.0,0.693,0.007,41.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6600384999999941
0.4,5.2,0.555,1105.0,15.0,8.0,0.96,0.005,170.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5844654999999915
0.39,5.5,1.07,1590.0,15.0,8.0,1.476,0.016,329.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5962284999999942
0.47,4.1,1.96,1876.0,16.0,8.0,2.446,0.016,423.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5701849999999941
0.57,8.8,0.871,1360.0,16.0,8.0,1.456,0.015,269.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6653954999999955
0.54,5.5,0.86,1174.0,15.0,8.0,1.409,0.009,184.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5978554999999941
0.44,3.8,0.519,720.0,16.0,8.0,0.965,0.006,52.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5568034999999931
0.44,5.5,1.19,1796.0,17.0,8.0,1.647,0.017,423.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5950109999999946
0.42,2.7,1.27,837.0,16.0,8.0,1.696,0.006,70.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.3386138999999986
0.43,2.7,1.3,918.0,17.0,8.0,1.736,0.006,119.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.3420798999999986
0.38,2.3,1.64,1772.0,17.0,7.0,2.035,0.015,431.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.2838892999999999
0.55,18.0,0.865,1865.0,13.61,7.77,1.434,0.019,409.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6733874999999951
0.34,9.3,1.07,988.0,15.0,7.81,1.416,0.006,150.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6641894999999953
0.33,13.0,1.2,2118.0,14.24,7.73,1.531,0.001,508.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6644114999999955
0.33,4.6,0.835,4313.0,14.21,7.64,1.19,0.025,1220.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5730519999999932
0.4,1.8,0.984,752.0,13.79,7.8,1.391,0.007,59.8,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.24070169999999988
0.43,2.5,1.15,3829.0,13.86,7.55,1.616,0.036,1100.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3096738999999993
0.39,5.6,0.885,1393.0,14.91,7.9,1.28,0.005,266.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5982824999999938
0.41,5.3,0.888,653.0,14.29,7.63,1.305,0.007,51.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5913484999999933
0.77,21.4,1.06,5492.0,14.85,7.7,1.874,0.044,1630.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6816774999999952
0.55,3.2,0.678,1085.0,14.58,7.83,1.237,0.009,163.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5086879999999954
0.41,15.1,0.783,4328.0,14.59,7.84,1.291,0.098,1230.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6636979999999952
0.35,0.9,1.37,2607.0,14.03,7.5,1.734,0.014,628.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18117674999999958
0.54,3.2,0.6,1359.0,14.33,7.66,1.149,0.009,251.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5086424999999952
1.15,8.0,2.52,2519.0,13.67,7.82,3.776,0.106,638.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.726213999999997
0.39,4.5,0.47,1081.0,13.78,7.85,0.868,0.008,157.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5637019999999928
1.3,6.3,1.77,4581.0,13.94,7.57,3.131,0.061,1300.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6901484999999957
0.43,17.5,0.292,597.0,13.7,7.63,0.731,0.009,27.4,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6681044999999938
0.45,8.3,0.643,675.0,14.31,7.55,1.099,0.006,51.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6583774999999941
0.39,0.9,0.932,3659.0,16.52,7.59,1.342,0.02,999.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.18073819999999952
0.31,4.6,0.937,665.0,16.04,7.53,1.254,0.007,52.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5748294999999931
0.34,12.0,0.302,590.0,17.0,7.46,0.651,0.009,26.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.658333999999994
0.44,2.6,0.584,1721.0,16.11,7.55,1.032,0.008,371.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3234448999999984
0.42,8.7,0.689,672.0,16.08,7.44,1.115,0.006,49.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6634034999999942
0.37,4.0,0.672,1337.0,16.66,7.75,1.051,0.009,253.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5611184999999931
0.45,4.2,0.798,1816.0,17.02,7.59,1.267,0.019,387.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5665074999999938
0.32,2.9,0.451,1294.0,15.91,7.77,0.779,0.008,227.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4119799999999982
0.39,3.6,0.808,5054.0,16.0,7.41,1.236,0.038,1400.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5456899999999941
0.29,0.9,0.984,763.0,16.55,7.77,1.277,0.003,60.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.1613144499999995
0.5,6.9,1.08,3386.0,17.56,7.62,1.609,0.029,889.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6392669999999953
0.36,21.7,1.1,3234.0,18.15,7.76,1.473,0.013,832.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6799549999999943
0.29,6.5,1.06,951.0,17.98,7.84,1.354,0.004,134.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6414519999999947
3.9,8.3,1.18,15825.0,16.36,7.56,5.188,0.108,5330.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.931185000000006
1.35,14.4,2.33,5491.0,16.26,7.5,3.752,0.072,2440.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7558774999999986
0.62,9.2,1.02,4910.0,17.31,7.81,1.673,0.033,1360.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.664938999999996
0.73,9.1,1.11,13520.0,16.88,7.39,1.934,0.094,4420.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6599464999999962
1.58,11.0,1.48,9395.0,16.82,7.51,3.165,0.105,2930.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7487519999999994
0.47,14.1,0.584,555.0,14.61,7.15,1.056,0.002,43.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6582354999999936
0.59,9.5,1.47,945.0,15.2,7.45,2.07,0.01,132.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6690519999999957
0.53,11.4,0.555,568.0,15.47,7.16,1.09,0.005,45.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6583749999999939
0.74,87.7,0.464,544.0,15.01,7.18,1.21,0.006,33.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6845689999999932
0.53,36.8,0.555,815.0,15.09,7.21,1.089,0.004,105.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6745904999999927
0.44,5.6,0.999,2049.0,16.46,7.61,1.45,0.011,617.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.596805999999994
0.41,6.1,0.924,1487.0,16.08,7.62,1.344,0.01,291.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6015409999999938
0.56,2.9,2.15,1361.0,15.15,7.27,2.72,0.01,259.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4419399999999978
0.77,31.4,1.23,999.0,14.74,7.42,2.017,0.017,157.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6813674999999948
0.48,8.9,1.58,813.0,14.34,7.62,2.067,0.007,86.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6678099999999955
0.98,238.0,0.745,779.0,14.94,7.76,1.761,0.036,176.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6869399999999956
0.6,116.0,0.684,1156.0,15.06,7.5,1.3,0.016,19.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6837469999999934
0.56,155.0,1.44,873.0,15.12,7.67,2.008,0.008,120.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6842869999999945
0.75,37.6,0.795,1487.0,14.96,7.82,1.578,0.033,372.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6809149999999949
0.67,7.7,1.28,2200.0,14.95,7.88,1.991,0.041,568.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6458949999999956
0.6,37.0,0.555,1205.0,16.08,7.93,1.171,0.016,265.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6818184999999932
0.51,6.5,0.899,1876.0,15.99,7.85,1.442,0.033,465.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6420234999999946
0.59,12.0,0.651,2229.0,15.87,7.82,1.283,0.042,625.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6685269999999948
0.41,5.1,0.865,1359.0,12.51,7.69,1.288,0.013,263.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5887429999999927
0.22,5.3,1.32,1851.0,13.7,7.9,1.556,0.016,414.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.590885999999994
0.51,5.2,0.842,2043.0,11.85,7.62,1.364,0.012,526.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5904069999999931
0.49,4.8,1.05,798.0,13.22,7.77,1.546,0.006,83.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5831339999999937
0.41,13.8,1.25,863.0,13.21,8.01,1.665,0.005,111.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.663883499999996
0.48,7.6,0.788,1205.0,13.44,7.94,1.279,0.011,228.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6462719999999945
0.86,60.5,1.28,927.0,12.98,7.94,2.162,0.022,141.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6830459999999947
0.38,6.4,0.441,594.0,8.41,7.9,0.824,0.003,49.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5994324999999932
0.58,5.8,0.928,1803.0,13.64,7.96,1.534,0.026,444.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6009064999999942
0.57,6.1,0.921,897.0,14.16,8.03,1.499,0.008,121.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.601157499999994
0.61,25.4,0.483,1081.0,13.23,8.15,1.105,0.012,200.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6767414999999928
0.39,4.4,0.409,2631.0,13.86,8.11,0.82,0.021,782.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.564029499999993
0.28,10.0,0.206,887.0,13.25,8.03,0.488,0.002,116.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6574529999999941
0.48,10.3,0.292,611.0,13.91,7.85,0.776,0.004,52.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.660769999999994
0.4,12.3,0.189,592.0,13.53,7.9,0.593,0.004,32.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6595159999999942
0.74,2.1,2.04,2799.0,15.19,7.86,2.85,0.07,691.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.2815001000000004
0.62,4.3,1.58,1225.0,15.41,8.03,2.213,0.013,240.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5716519999999944
0.51,3.5,0.815,1914.0,14.31,8.18,1.342,0.017,527.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5161609999999954
0.48,2.6,0.669,745.0,13.36,7.72,1.162,0.013,68.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.32569339999999813
0.36,1.5,1.05,1597.0,12.85,7.67,1.44,0.03,340.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.17298484999999936
0.67,4.1,0.622,1875.0,11.43,7.45,1.305,0.013,467.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5696214999999933
0.28,3.6,0.603,782.0,12.17,7.9,0.887,0.004,111.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5430204999999931
0.55,4.4,0.452,1076.0,13.01,7.89,1.017,0.015,258.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5669819999999928
0.85,6.5,0.718,1203.0,11.42,7.49,1.595,0.027,220.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.644802499999996
2.25,4.0,2.09,1498.0,11.55,7.73,4.418,0.078,375.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7280939999999962
0.65,2.0,1.2,1774.0,12.46,7.92,1.871,0.021,521.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.26513660000000006
0.46,5.0,0.323,611.0,11.9,7.64,0.79,0.007,53.4,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5844554999999916
0.78,6.7,1.29,906.0,13.29,7.87,2.099,0.029,153.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6419089999999955
0.56,6.2,0.399,978.0,12.4,7.94,0.971,0.012,213.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5989534999999927
0.31,4.1,0.257,564.0,12.84,7.68,0.575,0.008,23.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5612729999999938
0.99,2.0,2.18,1151.0,14.08,7.8,3.194,0.024,261.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.3560629999999984
0.71,8.0,1.22,925.0,12.43,7.7,1.95,0.02,138.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6438739999999956
0.45,3.8,0.108,858.0,12.27,7.58,0.559,0.001,117.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5549159999999941
0.43,4.7,0.373,599.0,12.1,7.68,0.809,0.006,50.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5789529999999925
