,latitude,longitude,pH,Month,Year,CensusYear,Total Rain (mm) 0day Total,Total Rain (mm) -3day Total,Total Rain (mm) -1day Total,TotalNitrogen,Nitrogen_Kjeldahl,TotalPhosphorus
2187,43.9698207641,-78.7474947309,8.38,10,2014,2016,0.0,6.6,0.0,0.79,0.27,0.015
2191,43.911565263999904,-78.78870535599991,8.26,4,2012,2011,0.0,9.8,0.6,1.0859999999999999,0.47,0.015
2195,43.88073326399999,-78.821483231,8.25,6,2010,2011,3.4,3.8,3.4,1.6909999999999998,0.52,0.024
2198,43.826445953885724,-79.0888364051583,6.52,12,2018,2016,0.0,0.0,0.0,2.794,0.66,0.0129
2201,43.9698207641,-78.7474947309,8.46,6,2007,2006,0.0,0.0,0.0,0.894,0.18,0.019
2203,43.87148426502804,-79.06518285587957,8.5,8,2015,2016,0.0,10.6,9.4,0.605,0.39,0.0442
2205,43.826445953885724,-79.0888364051583,7.97,9,2015,2016,0.0,4.8,0.0,2.926,1.21,0.0319
2207,43.903646124282595,-79.02242423756033,8.34,5,2017,2016,0.0,1.1,0.6,0.7809999999999999,0.56,0.025
2208,43.8681977773999,-78.84614457339991,7.77,8,2014,2016,0.0,0.0,0.0,0.92,0.28,0.015
2209,43.803681746598656,-79.11029851493568,8.31,5,2016,2016,0.0,14.6,9.0,1.3909999999999998,0.75,0.0189
2212,43.911565263999904,-78.78870535599991,8.32,7,2004,2006,1.0,13.5,4.5,1.713,0.65,0.064
2213,43.95051113741628,-79.0852601060121,8.32,6,2015,2016,64.0,64.0,64.0,0.442,0.25,0.01
2214,43.8665555139999,-78.83083585599991,8.31,8,2006,2006,3.4,3.4,3.4,0.95,0.25,0.015
2215,43.866872015284024,-79.08601360640442,8.29,5,2018,2016,32.2,32.2,32.2,0.415,0.27,0.01
2216,43.9462080141,-78.9036611061,8.29,4,2012,2011,0.0,9.8,0.6,1.021,0.29,0.006
2218,43.88073326399999,-78.821483231,8.17,8,2004,2006,0.0,0.0,0.0,1.1369999999999998,0.48,0.039
2219,43.911565263999904,-78.78870535599991,8.42,10,2008,2006,0.0,19.2,3.4,1.132,0.58,0.027000000000000003
2220,43.8566716389999,-78.96067785609999,8.32,8,2010,2011,0.0,16.2,12.6,0.966,0.42,0.024
2221,43.961447014099996,-79.1256539813,8.41,11,2014,2016,0.0,0.0,0.0,0.39,0.29,0.017
2223,43.839189888999904,-79.03983860619991,8.38,6,2009,2011,0.0,29.0,0.0,1.045,0.45,0.03
2224,43.87148426502804,-79.06518285587957,8.35,7,2015,2016,0.6,9.0,1.2,0.394,0.22,0.015
2226,43.9336066389999,-78.9618889811,8.33,8,2009,2011,0.0,35.6,9.0,1.023,0.38,0.022
2230,43.95051113741628,-79.0852601060121,8.25,1,2016,2016,0.0,9.4,0.0,0.6809999999999999,0.27,0.01
2233,43.961447014099996,-79.1256539813,8.48,7,2004,2006,0.0,4.2,3.2,0.7809999999999999,0.44,0.032
2234,43.803681746598656,-79.11029851493568,8.09,9,2019,2016,5.0,26.0,5.0,1.857,0.81,0.0206
2235,43.87148426502804,-79.06518285587957,8.21,6,2015,2016,64.0,64.0,64.0,0.403,0.22,0.0106
2239,43.87148426502804,-79.06518285587957,7.63,10,2018,2016,0.0,0.0,0.0,0.986,0.63,0.0362
2240,43.866872015284024,-79.08601360640442,8.46,8,2019,2016,0.0,10.0,7.8,0.42,0.32,0.033
2242,44.0175451391,-78.845419856,8.29,7,2007,2006,0.0,31.6,0.0,1.0699999999999998,0.35,0.043
2245,43.8566716389999,-78.96067785609999,8.45,6,2008,2006,0.0,3.0,0.0,1.244,0.51,0.026
2246,43.9336066389999,-78.9618889811,8.39,5,2009,2011,3.8,3.8,3.8,1.065,0.34,0.011
2247,43.803681746598656,-79.11029851493568,8.12,3,2016,2016,5.8,18.4,18.4,2.4610000000000003,0.89,0.0781
2248,43.866872015284024,-79.08601360640442,7.14,4,2019,2016,6.0,51.8,6.0,1.014,0.66,0.0146
2249,43.839189888999904,-79.03983860619991,8.38,11,2004,2006,0.0,2.0,0.0,1.0270000000000001,0.22,0.01
2256,43.88073326399999,-78.821483231,8.2,6,2012,2011,0.0,26.8,6.4,1.787,0.87,0.081
2257,43.85091976432907,-79.07581985566414,8.46,3,2018,2016,0.0,0.0,0.0,1.486,0.53,0.0242
2258,43.8681977773999,-78.84614457339991,8.24,10,2014,2016,0.0,6.6,0.0,1.26,0.56,0.173
2259,43.8566716389999,-78.96067785609999,8.16,7,2014,2016,2.2,14.4,14.4,0.82,0.42,0.043
2264,43.8665555139999,-78.83083585599991,8.31,11,2008,2006,2.8,16.3,16.3,1.804,0.6,0.075
2268,43.8566716389999,-78.96067785609999,8.28,7,2005,2006,0.0,8.4,0.0,0.995,0.53,0.037000000000000005
2270,43.85091976432907,-79.07581985566414,7.08,2,2019,2016,0.0,7.0,1.0,2.068,1.03,0.0557
2271,43.8566716389999,-78.96067785609999,8.34,9,2003,2001,0.0,0.0,0.0,0.645,0.48,0.058
2272,43.9698207641,-78.7474947309,8.32,10,2009,2011,0.0,0.0,0.0,0.797,0.15,0.003
2273,43.85091976432907,-79.07581985566414,8.51,12,2016,2016,0.0,0.0,0.0,1.094,0.31,0.01
2274,43.87148426502804,-79.06518285587957,8.48,4,2016,2016,0.0,0.0,0.0,0.5810000000000001,0.28,0.0139
2275,43.8665555139999,-78.83083585599991,8.3,7,2006,2006,0.6,2.0,0.6,0.972,0.32,0.022
2276,43.894292013999994,-78.6750209809,8.55,7,2011,2011,0.0,23.6,0.0,0.758,0.34,0.017
2277,43.866872015284024,-79.08601360640442,8.2,8,2018,2016,4.0,17.8,17.8,0.6799999999999999,0.57,0.2
2278,43.88073326399999,-78.821483231,8.3,6,2007,2006,0.0,0.0,0.0,1.635,0.56,0.036000000000000004
2281,43.839189888999904,-79.03983860619991,8.3,8,2014,2016,2.0,18.2,2.4,0.46,0.24,0.016
2283,43.9698207641,-78.7474947309,8.25,5,2015,2016,0.0,11.8,0.0,0.61,0.2,0.012
2286,43.961447014099996,-79.1256539813,8.43,8,2002,2001,0.0,0.0,0.0,0.376,0.23,0.03
2287,43.839189888999904,-79.03983860619991,8.48,6,2005,2006,0.0,0.0,0.0,0.45,0.26,0.029
2288,43.9698207641,-78.7474947309,8.36,9,2013,2011,0.0,0.0,0.0,0.87,0.05,0.012
2289,43.894292013999994,-78.6750209809,8.38,4,2008,2006,0.0,0.0,0.0,2.479,0.54,0.061
2290,43.85091976432907,-79.07581985566414,8.46,4,2018,2016,0.0,0.0,0.0,2.274,0.96,0.109
2291,43.911565263999904,-78.78870535599991,8.22,7,2008,2006,21.8,73.6,22.6,1.5079999999999998,0.83,0.063
2293,43.9698207641,-78.7474947309,8.42,5,2014,2016,1.2,3.2,3.2,0.74,0.36,0.016
2294,43.87148426502804,-79.06518285587957,8.4,8,2018,2016,0.0,16.4,16.4,0.72,0.5,0.087
2299,43.86966251719599,-79.07429473168425,8.09,6,2018,2016,6.8,6.8,6.8,1.091,0.92,0.0475
2301,43.8566716389999,-78.96067785609999,8.3,6,2009,2011,0.0,0.0,0.0,1.247,0.58,0.038
2302,43.8566716389999,-78.96067785609999,8.33,10,2011,2011,2.8,3.0,2.8,2.095,0.58,0.034
2306,43.803681746598656,-79.11029851493568,8.33,4,2017,2016,3.8,3.8,3.8,2.6910000000000003,0.64,0.0143
2307,43.9336066389999,-78.9618889811,8.42,4,2013,2011,0.4,1.0,0.4,0.977,0.32,0.015
2310,43.8665555139999,-78.83083585599991,8.31,10,2010,2011,6.0,6.0,6.0,1.247,0.27,0.009000000000000001
2311,43.9698207641,-78.7474947309,8.54,7,2011,2011,0.0,23.6,0.0,0.7759999999999999,0.22,0.012
2313,43.961447014099996,-79.1256539813,8.5,4,2003,2001,0.0,0.0,0.0,0.488,0.33,0.015
2314,43.87148426502804,-79.06518285587957,8.32,7,2018,2016,9.5,49.1,12.5,1.306,1.05,0.0585
2317,43.961447014099996,-79.1256539813,8.34,7,2003,2001,0.0,3.6,0.0,0.359,0.24,0.029
2318,43.911565263999904,-78.78870535599991,8.4,7,2006,2006,0.6,2.0,0.6,2.262,0.76,0.085
2319,43.950511154557326,-79.08526005436643,8.16,1,2017,2016,0.0,0.4,0.0,1.791,0.34,0.0366
2322,43.87148426502804,-79.06518285587957,8.3,10,2016,2016,6.0,20.0,12.2,0.534,0.36,0.064
2323,43.9462080141,-78.9036611061,8.44,7,2003,2001,0.0,2.2,0.0,0.846,0.26,0.018000000000000002
2326,43.826445953885724,-79.0888364051583,7.81,5,2018,2016,3.2,35.40000000000001,35.40000000000001,2.1919999999999997,1.62,0.157
2328,43.839189888999904,-79.03983860619991,8.31,5,2015,2016,0.0,0.0,0.0,0.46,0.39,0.013
2329,43.803681746598656,-79.11029851493568,8.14,8,2017,2016,23.8,24.4,23.8,1.615,0.56,0.019
2330,43.961447014099996,-79.1256539813,8.38,9,2008,2006,0.0,14.2,0.0,0.5609999999999999,0.48,0.021
2331,43.9698207641,-78.7474947309,8.37,5,2010,2011,5.8,9.4,6.8,0.677,0.22,0.011
2332,43.9698207641,-78.7474947309,8.38,5,2013,2011,2.4,2.4,2.4,0.899,0.4,0.011
2335,43.839189888999904,-79.03983860619991,8.29,11,2003,2001,18.8,21.8,18.8,1.6869999999999998,0.39,0.022
2336,43.88073326399999,-78.821483231,8.67,9,2011,2011,18.0,18.0,18.0,1.804,0.62,0.03
2337,43.88073326399999,-78.821483231,8.28,7,2003,2001,0.0,3.2,0.0,1.9,0.58,0.035
2339,43.839189888999904,-79.03983860619991,8.41,11,2013,2011,0.6,18.4,14.6,0.99,0.48,0.034
2340,43.911565263999904,-78.78870535599991,8.24,8,2010,2011,0.0,16.2,12.6,1.122,0.49,0.047
